COVID-19 Vaccinations in the United States
Date generated: Sat Nov 20 2021 14:14:42 GMT-0800 (Pacific Standard Time)
State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from unknown manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from unknown manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Unknown 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Unknown 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Unknown 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an unknown manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Unknown Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Unknown Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Unknown,Count People Primary Unknown Booster Pfizer,Count People Primary Unknown Booster Moderna,Count People Primary Unknown Booster J&J,Count People Primary Unknown Booster Unknown,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Unknown,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Unknown,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Unknown,Percent People Primary Unknown Booster Pfizer,Percent People Primary Unknown Booster Moderna,Percent People Primary Unknown Booster J&J,Percent People Primary Unknown Booster Uknown
Indian Health Svc,2393915,114937,N/A,1825235,87633,1666132,N/A,962634,46.2,870625,N/A,782052,37.5,715300,N/A,1186075,1113140,94700,0,35306,889614,900147,168,373609,373657,34780,6,373293,307282,34719,6,N/A,46.2,N/A,N/A,35.9,681670,0,962634,165772,0,134593,0,75704,55639,3249,1,338901,0,0,952257,0,781854,0,373532,373557,34759,6,1814628,0,0,962346,0,781915,0,373540,373609,34760,6,1824786,0,0,106609,13.6,106372,14.9,74130,21.3,38655,28.7,44260,61836,395,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,21116575,166642,214296,17072730,134730,15876149,161115,8439178,66.6,7799268,79.1,7716876,60.9,7149153,72.6,12348715,7717560,1050300,0,585112,6249127,10218424,20067,2679787,4457286,573283,6520,2672160,3899875,570736,6382,N/A,66.6,N/A,79.1,56.9,6645359,67.4,8439178,1899250,93,1751044,85.7,783609,885089,79335,3011,4371158,213934,1033490,8408288,77.6,7700198,71,2679672,4440785,573222,6519,17026253,157101,194842,8438599,70.8,7716666,64.7,2679687,4457234,573225,6520,17072013,143163,177080,1507918,19.5,1506438,21.1,1154788,31.5,798591,45.6,594458,898951,14063,446,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,9945030,147723,192575,7585802,112679,7125717,137982,3703971,55,3446710,66.7,3390499,50.4,3193995,61.8,5758750,3661280,525000,0,272940,2772955,4513767,26140,1202267,1917890,262716,7626,1201954,1722047,262453,7541,N/A,55,N/A,66.7,46.8,2956936,57.3,3703971,969476,89.3,923360,85,452405,437558,29690,3707,2302553,212072,915965,3672674,64.4,3389907,59.4,1202252,1917335,262694,7626,7553961,132409,174320,3703824,58.7,3390462,53.7,1202259,1917875,262702,7626,7585621,120142,157511,601920,17.8,601261,18.8,501544,27.7,371132,40.2,209634,385186,6765,335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,4696815,161219,212231,3577131,122786,3320113,150023,1891983,64.9,1740894,78.7,1577384,54.1,1470105,66.4,2591875,1873140,231800,0,117751,1390868,2065522,2990,593420,870602,112832,530,593075,763836,112726,468,N/A,64.9,N/A,78.7,50.6,1368157,61.8,1891983,500218,99.9,413624,87,197225,198477,17690,232,1046664,220125,987790,1868779,76.2,1577331,64.3,593412,870565,112824,530,3554309,144973,191574,1891891,69.4,1577366,57.8,593412,870597,112827,530,3577031,131124,172172,285539,18.1,285191,19.4,227842,28.6,164763,39.8,116517,165709,3235,78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,6938825,155312,200266,5254918,117621,4941375,142616,2650676,59.3,2467243,71.2,2308057,51.7,2177896,62.9,3677065,2923160,338600,0,206112,2181401,2865526,1879,917775,1193237,195596,1449,917536,1063510,195460,1390,N/A,59.3,N/A,71.2,47.7,2000474,57.7,2650676,694811,92.6,625321,83.3,285623,301559,37408,731,1546920,206101,924481,2621092,68.9,2307884,60.6,917762,1193111,195565,1446,5224571,137266,182305,2650371,63.2,2308014,55,917766,1193226,195574,1448,5253899,125240,165405,473328,20.5,472895,21.7,383419,31,268238,42.9,199793,265547,7936,52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,6689040,143888,187833,5096864,109638,4822895,135430,2552911,54.9,2397305,67.3,2253496,48.5,2134809,59.9,3625100,2774740,289200,0,172529,2097812,2823868,2655,904818,1185540,162156,982,904325,1067525,161988,971,N/A,54.9,N/A,67.3,45.2,1984373,55.7,2552911,657150,88.7,622814,84,295744,305171,21698,201,1509271,203674,902678,2544102,64.8,2253322,57.4,904795,1185414,162132,981,5088095,129689,170494,2552757,58.7,2253445,51.8,904805,1185521,162137,982,5096666,117237,153866,374375,16.6,373946,17.5,312125,25.5,224405,36,137536,233280,3545,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,13122760,190392,236886,11202797,162536,10356338,186948,5780111,83.9,5276675,95.3,4867915,70.6,4521948,81.6,7507200,5060860,554700,0,359498,4316403,6526474,422,1790654,2721312,355798,151,1785348,2381904,354562,134,N/A,83.9,N/A,95.3,66.3,4226276,76.3,5780111,1296707,99.9,1068787,91.4,482403,515425,70903,56,2756080,235697,1122240,5667469,94.2,4856327,80.7,1790643,2709756,355777,151,11078392,184126,218104,5780009,88.4,4867889,74.5,1790646,2721299,355793,151,11202734,171423,200803,881155,18.1,880480,19.5,667923,29.2,458530,42.9,369947,503497,7708,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,11894120,196738,252476,9079444,150181,8419461,178719,4494455,74.3,4142719,87.9,4046815,66.9,3741370,79.4,7036760,4315060,542300,0,323890,3386553,5355360,13641,1429101,2309110,305068,3536,1428603,2004555,304837,3375,N/A,74.3,N/A,87.9,63,3500672,74.3,4494455,956157,99.7,876569,91.4,418789,403381,53393,1006,2203036,229627,1239750,4488532,86.9,4046572,78.4,1429061,2308956,305022,3533,9075725,175788,230377,4494131,79.1,4046713,71.2,1429069,2309076,305034,3534,9079050,159737,209266,807743,20,806843,21.6,620825,32.7,415571,47.4,344333,449263,13968,179,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,2582580,192126,235772,2150591,159989,2015026,183958,1078393,80.2,999648,91.3,964929,71.8,909406,83,1396200,1046180,140200,0,127904,869387,1151345,1955,363288,477905,123313,423,363226,422556,123238,386,N/A,80.2,N/A,91.3,63.8,802172,73.2,1078393,307772,99.9,274513,96.2,124930,125722,23664,197,699488,245206,905327,1061105,89.5,964883,81.4,363281,477886,123293,423,2133200,180027,217951,1078306,84.2,964898,75.3,363281,477900,123294,423,2150493,167919,201658,217809,22.6,217692,23.9,182916,34.2,134088,48.8,92972,121437,3217,183,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,0,0,0,44636,57416,42484,89385,24687,31.8,23453,49.3,21574,27.8,20792,43.7,0,0,0,0,2281,40176,2177,2,18488,814,2271,1,18454,75,2262,1,N/A,31.8,N/A,49.3,24.8,18538,39,24687,1339,35.9,1185,31.8,1081,1,103,0,2465,66050,0,24652,43,21562,37.6,18480,813,2268,1,44588,77721,0,24675,35.7,21568,31.2,18483,814,2270,1,44619,64480,0,375,1.7,375,1.8,143,2.8,37,3.1,371,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,16202120,162234,206583,12316155,123324,11568420,147501,6010677,60.2,5580116,71.1,5416627,54.2,5105707,65.1,8847340,6533080,821700,0,402497,4829875,7081883,1900,2047999,2977977,389691,960,2047324,2668093,389403,887,N/A,60.2,N/A,71.1,50.8,4765684,60.8,6010677,1630492,92.4,1507452,85.4,752820,685702,68378,552,3758282,212885,917759,5927981,69,5416420,63,2047978,2977816,389668,958,12233601,142334,188506,6010476,63.8,5416585,57.5,2047984,2977965,389677,959,12315935,130737,171989,1229077,22.7,1228024,24.1,986500,33.4,692979,46,497306,717444,14301,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,9489410,168263,218828,7923168,140491,7319916,168799,3818334,67.7,3470868,80,3497459,62,3244305,74.8,5511470,3528940,449000,0,321239,2914414,4685118,2397,1242749,1943925,310025,760,1240518,1693535,309516,736,N/A,67.7,N/A,80,57.6,2997843,69.1,3818334,913931,99.3,864288,93.9,363488,451095,49480,225,2217807,240966,1031030,3734889,78.2,3489251,73,1242734,1935749,310008,760,7831528,163905,198603,3818167,72.2,3497421,66.1,1242743,1943908,310010,760,7922980,149829,179451,875422,25,874723,27,678626,39.3,478965,55.4,314025,550683,10583,131,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,9184075,149640,192666,7207921,117442,6768076,141982,3605471,58.7,3352417,70.3,3103755,50.6,2920917,61.3,5226575,3576500,381000,0,222511,2596783,4386326,2301,1092391,1791483,219367,514,1091958,1609423,219123,413,N/A,58.7,N/A,70.3,47.4,2726276,57.2,3605471,968415,91.2,862774,81.2,392253,431976,38390,155,2183850,205628,864760,3568519,68.2,3103651,59.3,1092378,1791416,219343,514,7170257,136949,175412,3605224,62.5,3103718,53.8,1092379,1791474,219351,514,7207651,124930,159187,571482,18.4,570944,19.5,466113,28.2,342577,39.7,200882,365399,5171,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,0,0,0,78375,151154,68006,188513,38484,74.2,32430,89.9,35239,68,30921,85.7,0,0,0,0,933,10162,67280,0,4684,29632,923,0,4683,25315,923,0,N/A,74.2,N/A,89.9,66.2,30024,83.2,38484,3002,80,2920,77.8,471,2350,99,0,6986,186095,0,37161,87.9,35238,83.3,4684,29631,923,0,77051,182197,0,38483,80,35239,73.3,4684,29632,923,0,78374,162933,0,5627,16,5622,18.2,3517,27.9,1172,40.1,489,5125,13,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,4428425,148797,194437,3143664,105629,2960157,129970,1587921,53.4,1484028,65.2,1390130,46.7,1309643,57.5,2388465,1837260,202700,0,79357,1286991,1775315,2001,549331,762920,77269,610,549019,682854,77179,591,N/A,53.4,N/A,65.2,44.3,1238391,54.4,1587921,425664,87.5,393371,80.8,200847,175261,16969,294,945099,194188,909901,1582296,62.8,1390039,55.1,549319,762855,77255,610,3137884,124449,175632,1587807,56.9,1390101,49.8,549322,762911,77258,610,3143534,112564,158573,218314,15.7,218008,16.6,188044,24.3,134360,34.2,100470,115505,2106,233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1618635,151447,192651,1289754,120676,1216529,144792,629559,58.9,587213,69.9,550693,51.5,520647,62,846775,675660,96200,0,52916,547211,688181,1446,224055,276444,49843,351,223938,246574,49791,344,N/A,58.9,N/A,69.9,47.4,476825,56.8,629559,188626,91.4,171660,83.2,82339,79556,9585,180,435845,211127,784082,622928,67.9,550632,60,224036,276408,49837,351,1283067,139829,176399,629479,62.5,550667,54.7,224039,276439,49838,351,1289639,127988,160639,139605,25.4,139415,26.8,111897,36.6,81101,47.2,59642,77898,1888,177,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,17446020,166341,213085,13184704,125711,12306183,150307,7163436,68.3,6647253,81.2,5635146,53.7,5284383,64.5,9873660,6737560,834800,0,452230,4894419,7837195,860,2026743,3172654,435633,116,2023832,2826204,434234,113,N/A,68.3,N/A,81.2,49.8,4876518,59.6,7163436,1922784,99.9,1450328,82.8,696064,704558,49655,51,3732083,213129,996293,7070184,78.7,5630050,62.7,2026685,3167636,435613,116,13084358,145616,194157,7162608,72.5,5634828,57,2026687,3172408,435617,116,13183586,133460,176609,645971,11.5,645450,12.2,507212,17.6,347841,24,251899,384625,9440,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1120610,147050,192581,871744,114393,822088,141279,434556,57,405991,69.8,368915,48.4,349268,60,630570,442340,47700,0,34917,344497,492025,305,138362,197289,33261,3,138159,177986,33120,3,N/A,57,N/A,69.8,44.5,319638,54.9,434556,114897,95.9,98092,81.8,46993,46897,4202,0,258650,215820,935049,428988,67.3,368537,57.8,138357,196920,33257,3,865255,135780,175852,434498,61.4,368904,52.1,138358,197286,33257,3,871676,123125,158287,84161,22.8,84102,24.1,66381,35.5,47161,48.1,35958,47254,948,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3084610,159460,211516,2500676,129273,2320542,159123,1218248,63,1114606,76.4,1102213,57,1026272,70.4,1810330,1139080,135200,0,83929,916968,1494596,5183,395145,623561,82141,1366,394982,547913,82066,1311,N/A,63,N/A,76.4,53.3,955820,65.5,1218248,296785,95,279791,89.5,136060,136228,6655,848,719723,230342,987208,1199678,74.2,1102108,68.1,395121,623501,82122,1364,2482142,153464,190713,1218062,67.5,1102160,61.1,395126,623542,82126,1366,2500435,138641,171032,233202,21.2,232949,22.7,180770,33.4,130759,46.7,82151,149164,1761,126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,2597740,191051,235205,2055661,151184,1917889,173650,1133552,83.4,1064057,96.3,868224,63.9,817484,74,1470580,977260,149900,0,100184,783695,1171722,60,329141,463965,75049,69,328883,413543,74993,65,N/A,83.4,N/A,96.3,58.5,744694,67.4,1133552,352841,99.9,229252,90.3,95898,117779,15540,35,592716,233478,1023280,1124541,93.8,867984,72.4,329035,463857,75023,69,2046548,170749,216737,1132672,87.4,868010,67,329036,463882,75023,69,2054531,158518,200429,40832,4.7,40793,5,32565,6.9,22289,9.7,15419,24773,633,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,16655165,187512,239863,13105727,147551,12125031,174621,6906965,77.8,6341198,91.3,5981365,67.3,5556215,80,9589305,6256460,809400,0,484006,5024111,7597006,604,2173498,3334995,472636,236,2172870,2910801,472323,221,N/A,77.8,N/A,91.3,62.6,5133485,73.9,6906965,1503896,99.9,1308891,88.7,609682,610757,88378,74,3192322,216350,1128750,6828560,89.6,5981095,78.5,2173459,3334846,472554,236,13027268,170998,218618,6906346,82.5,5981259,71.5,2173466,3334976,472581,236,13105091,156619,199046,999796,16.7,998651,18,785741,27.5,516267,39.4,423037,558484,18266,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,3551365,169368,219086,3030921,144548,2809205,173302,1573157,75,1436546,88.6,1322948,63.1,1223450,75.5,1966465,1414500,170400,0,102311,1241528,1680747,6335,521949,698967,100256,1776,521558,600032,100108,1752,N/A,75,N/A,88.6,58.8,1133857,69.9,1573157,392021,99.9,337893,89.5,157686,159145,20149,913,843921,223492,940495,1554372,87,1322811,74,521929,698865,100241,1776,3012763,168553,198685,1573012,79.6,1322904,67,521933,698948,100247,1776,3030760,153391,179739,297781,22.5,297415,24.3,227902,34.6,149833,44.3,105325,190163,2254,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,4707920,152847,197189,3849347,124972,3601812,150860,2012977,65.4,1868718,78.3,1663131,54,1563331,65.5,2792160,1683660,232100,0,165189,1348302,2335348,508,570167,933156,159762,46,570065,833506,159716,44,N/A,65.4,N/A,78.3,49.1,1413870,59.2,2012977,463934,93.5,396545,80,184065,187591,24863,26,999709,201566,949231,1999356,76.3,1663090,63.4,570163,933123,159758,46,3835482,146292,179568,2012945,69.5,1663121,57.5,570163,933153,159759,46,3849304,132983,162646,246561,14.8,246416,15.8,200346,24.9,144598,36.5,93801,149597,3163,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,34952435,179671,226592,29012149,149135,27079256,175551,14921489,76.7,13835549,89.7,13213499,67.9,12362859,80.1,20398575,12932660,1621200,0,1222807,10656597,17121375,11370,4665775,7396187,1148562,2975,4663711,6548674,1147706,2768,N/A,76.7,N/A,89.7,62.3,11277484,73.1,14921489,3214861,97.5,2850125,86.5,1346836,1323948,178090,1251,6806575,206501,1060400,14798588,88.2,13212393,78.8,4665550,7395480,1148405,2958,28890182,172240,208382,14920475,81.4,13213167,72.1,4665667,7396071,1148467,2962,29010731,158299,190720,1480483,11.2,1479144,12,1181842,19.2,811051,28.5,585516,876312,18623,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,17996345,153958,197522,13944501,119295,13112980,143923,6719752,57.5,6244336,68.5,6155226,52.7,5807527,63.7,10105725,7039420,851200,0,544115,5365461,8017183,17742,2266224,3374295,509970,4737,2265696,3027449,509739,4643,N/A,57.5,N/A,68.5,48.9,5363183,58.9,6719752,1831473,89.5,1741712,85.1,787532,863587,88244,2349,4349827,212568,879449,6634415,66.3,6155007,61.5,2266215,3374096,509959,4737,13858231,138573,179951,6719674,61.1,6155205,56,2266219,3374285,509964,4737,13944423,126787,163629,1303449,21.2,1302068,22.4,1061125,31.5,776292,44.6,528670,754872,19661,246,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
